img,price,store_name
https://s.ek.ua/jpg/1389347.jpg,8449.0,АЛЛО
https://s.ek.ua/jpg/1909311.jpg,9999.0,АЛЛО
https://s.ek.ua/jpg/1821665.jpg,17228.0,Smartmag.biz.ua
https://s.ek.ua/jpg/31901.jpg,7269.0,АЛЛО
https://s.ek.ua/jpg/1011429.jpg,4850.0,Avic.ua
https://s.ek.ua/jpg/1374779.jpg,15542.0,Avic.ua
https://s.ek.ua/jpg/2097591.jpg,19999.0,АЛЛО
https://s.ek.ua/jpg/2200026.jpg,2660.0,Foroom.com.ua
https://s.ek.ua/jpg/1172445.jpg,7819.0,АЛЛО
https://s.ek.ua/jpg/1850495.jpg,9999.0,FOXTROT.UA
https://s.ek.ua/jpg/1227910.jpg,6499.0,АЛЛО
https://s.ek.ua/jpg/1290474.jpg,8677.0,Foroom.com.ua
https://s.ek.ua/jpg/1677862.jpg,9990.0,Megadom.biz
https://s.ek.ua/jpg/1235953.jpg,4568.0,Avic.ua
https://s.ek.ua/jpg/2050982.jpg,12999.0,FOXTROT.UA
https://s.ek.ua/jpg/2287939.jpg,15690.0,Avic.ua
https://s.ek.ua/jpg/2359987.jpg,12999.0,Moyo.ua
https://s.ek.ua/jpg/1118108.jpg,5879.0,АЛЛО
https://s.ek.ua/jpg/90228.jpg,4262.0,Avic.ua
https://s.ek.ua/jpg/2067199.jpg,3999.0,АЛЛО
https://s.ek.ua/jpg/1908008.jpg,1699.0,Techua.shop
https://s.ek.ua/jpg/2078571.jpg,12599.0,Protsyk.net
https://s.ek.ua/jpg/1841941.jpg,9529.0,FOXTROT.UA
https://s.ek.ua/jpg/1999405.jpg,2299.0,АЛЛО
https://s.ek.ua/jpg/2361637.jpg,26999.0,Ktc.ua
https://s.ek.ua/jpg/2266254.jpg,3849.0,АЛЛО
https://s.ek.ua/jpg/2079183.jpg,21866.0,Цифра
https://s.ek.ua/jpg/2423879.jpg,21999.0,FOXTROT.UA
