name,price,title,url
Bosch KGN39VL316,23696.0,"Холодильник з морозильною камерою •  окрема •  А + + •  розміри (ШхВхД): 60x203x66 см •  холодильна камера: 279 л •  морозильна камера: 87 л •  розморожування морозильної камери: No Frost •  нержавіюча сталь
            
              • 12.2020",/ua/bt-holodilniki/bosch-kgn39vl316/
Bosch KGN39VI306,24460.0,"Холодильник з морозильною камерою •  окрема •  А + + •  розміри (ШхВхД): 60x203x66 см •  холодильна камера: 279 л •  морозильна камера: 87 л •  розморожування морозильної камери: No Frost •  нержавіюча сталь
            
              • 10.2019",/ua/bt-holodilniki/bosch-kgn39vi306/
Indesit LI8S1EW,15264.0,"Холодильник з морозильною камерою •  окрема •  А + •  розміри (ШхВхД): 59,5x187x65,5 см •  холодильна камера: 213 л •  морозильна камера: 90 л •  розморожування морозильної камери: ручне •  білий
            
              • 07.2021",/ua/bt-holodilniki/indesit-li8s1ew/
Vestfrost CX 232 W,9756.0,"Холодильник з морозильною камерою •  окрема •  A + •  розміри (ШхВхД): 54x144x57 см •  холодильна камера: 171 л •  морозильна камера: 42 л •  розморожування морозильної камери: ручне •  білий
            
              • 07.2018",/ua/bt-holodilniki/vestfrost-cx-232-w/
Gorenje NRS918EMX,36307.0,"Холодильник з морозильною камерою •  окрема •  A ++ •  розміри (ШхВхД): 91x178,6x64,3 см •  холодильна камера: 334 л •  морозильна камера: 174 л •  розморожування морозильної камери: No Frost •  нержавіюча сталь
            
              • 03.2021",/ua/bt-holodilniki/gorenje-nrs918emx/
Whirlpool W5 811E OX,16566.0,"Холодильник з морозильною камерою •  окрема •  А + •  розміри (ШхВхД): 59,5x188,8x65,6 см •  холодильна камера: 228 л •  морозильна камера: 111 л •  розморожування морозильної камери: LessFrost •  нержавіюча сталь
            
              • 05.2019",/ua/bt-holodilniki/whirlpool-w5811eox/
Gorenje NRK6202AXL4,22260.0,"Холодильник з морозильною камерою •  окрема •  А + + •  розміри (ШхВхД): 60x200x59,2 см •  холодильна камера: 235 л •  морозильна камера: 96 л •  розморожування морозильної камери: No Frost •  нержавіюча сталь
            
              • 07.2020",/ua/bt-holodilniki/gorenje-nrk6202axl4/
Candy CCE4T618EWU,17234.0,"Холодильник з морозильною камерою •  окрема •  A ++ •  розміри (ШхВхД): 59,5x185x65,8 см •  холодильна камера: 222 л •  морозильна камера: 119 л •  розморожування морозильної камери: No Frost •  білий
            
              • 02.2022",/ua/bt-holodilniki/candy-cce4t618ewu/
Bosch KGN39UL316,22569.0,"Холодильник з морозильною камерою •  окрема •  А + + •  розміри (ШхВхД): 60x203x66 см •  холодильна камера: 279 л •  морозильна камера: 87 л •  розморожування морозильної камери: No Frost •  нержавіюча сталь
            
              • 09.2019",/ua/bt-holodilniki/bosch-kgn39ul316/
Candy CHTOP 482WN,6734.0,"Холодильник з морозильною камерою •  окрема •  розміри (ШхВхД): 48x85x45 см •  холодильна камера: 93 л •  розморожування морозильної камери: ручне •  білий
            
              • 04.2022",/ua/bt-holodilniki/candy-chtop-482wn/
Samsung BRB307154WW,39620.0,"Холодильник з морозильною камерою •  вбудований •  А + •  розміри (ШхВхД): 54x193,5x55 см •  холодильна камера: 222 л •  морозильна камера: 72 л •  розморожування морозильної камери: No Frost •  білий
            
              • 06.2021",/ua/bt-holodilniki/samsung-brb307154wwua/
Indesit LI9S1EW,15859.0,"Холодильник з морозильною камерою •  окрема •  А + •  розміри (ШхВхД): 59,5x201,3x65,5 см •  холодильна камера: 261 л •  морозильна камера: 111 л •  розморожування морозильної камери: ручне •  білий
            
              • 08.2021",/ua/bt-holodilniki/indesit-li9s1ew/
LG GA-B509SLSM,22619.0,"Холодильник з морозильною камерою •  окрема •  А + + •  розміри (ШхВхД): 59,5x203x68,2 см •  холодильна камера: 207 л •  морозильна камера: 107 л •  розморожування морозильної камери: No Frost •  нержавіюча сталь
            
              • 03.2021",/ua/bt-holodilniki/lg-ga-b509slsm/
Whirlpool ART 65021,15628.0,"Холодильник з морозильною камерою •  вбудований •  розміри (ШхВхД): 54x177x54,5 см •  холодильна камера: 194 л •  морозильна камера: 79 л •  розморожування морозильної камери: LessFrost •  білий
            
              • 03.2021",/ua/bt-holodilniki/whirlpool-art-65021/
Samsung BRB266050WW,25809.0,"Холодильник з морозильною камерою •  вбудований •  А + •  розміри (ШхВхД): 54x177,5x55 см •  холодильна камера: 192 л •  морозильна камера: 72 л •  розморожування морозильної камери: No Frost •  білий
            
              • 05.2021",/ua/bt-holodilniki/samsung-brb266050wwua/
Bosch KGN36NL306,18124.0,"Холодильник з морозильною камерою •  окрема •  A ++ •  розміри (ШхВхД): 60x186x66 см •  холодильна камера: 215 л •  морозильна камера: 87 л •  розморожування морозильної камери: No Frost •  нержавіюча сталь
            
              • 07.2017",/ua/bt-holodilniki/bosch-kgn36nl306/
Samsung RB34T600FSA,21430.0,"Холодильник з морозильною камерою •  окрема •  А + •  розміри (ШхВхД): 59,5x185,3x65,8 см •  холодильна камера: 228 л •  морозильна камера: 112 л •  розморожування морозильної камери: No Frost •  сріблястий
            
              • 11.2020",/ua/bt-holodilniki/samsung-rb34t600fsa/
